Id;DESCRIPCION;NUMERO_PROCESO;ESTADO;TIPO_PROCESO;UNIDAD_CONTRATACION;VALOR_ESTIMADO;FASE_ACTUAL;ENTIDAD_ESTATAL;FECHA_PUBLICACION;FECHA_OFERTAS;CODIGO_NOTICE;FECHA_PRESENTACION;TIPO_CONTRATO;JUSTIFICACION_CONTRATO;FECHA_TERMINACION;DESCRIPCION_CONTRATO;VALOR_ESTIMADO_ADQUISICIONES;CODIGO_UNSPSC;Licita
1108;SOFTWARE SISTEMA DE INFORMACION ROCKY;017-2024;Publicado;Contratación régimen especial;CONTRATACION;6000000;Presentación de oferta;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CERINZA;7/03/2024 6:26:44 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5800765;-;Suministros;Regla aplicable;5/03/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);REALIZAR EL SUMINISTRO DE LA ACTUALIZACION Y PARAMETRIZACION DEL SOFTWARE SISTEMA DE INFORMACION ROCKY MODULO FACTURACION PARA SUMINISTRO DEL APLICATIVO PARA LA INSCRIPCION, AGENDAMIENTO Y FACTUIRACION DE LA VACUNACION COVID 19 PARA LA ESE CENTRO DE SALUD CERINZA.;3000000;43232304 - Software de sistemas de manejo de base datos;
1109;CONTRATO PRESTACION DE SERVICIOS;CPS 143 - 2024;Publicado;Contratación régimen especial;REGIMEN ESPECIAL SIN OFERTA;32250000;Presentación de oferta;ESE HOSPITAL MALVINAS HECTOR OROZCO OROZCO;6/03/2024 6:37:05 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5793042;-;Prestación de servicios;Regla aplicable;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACION DE SERVICIOS DE LA PLATAFORMA VIRTUAL QUE CONTENGA TODO LO RELACIONADO CON ALMACENAMIENTO Y TRAZABILIDAD DE INFORMACION DE INVENTARIOS DE EQUIPOS BIOMEDICOS DE SISTEMAS EQUIPOS INDUSTRIALES INFRAESTRUCTURA Y DE VEHICULOS;32500000;43232304 - Software de sistemas de manejo de base datos;
1110;SERVICIOS DE APOYO A LA GESTIÓN EN LA SECRETARIA DE TRANSPORTE Y TRÁNSITO, PARA EL SOPORTE TECNICO A USUARIOS, MANTENIMIENTO Y ACTUALIZACIÓN A LOS PROGRAMAS DEL SISTEMA CPT;5308/CD103/2024;Proceso adjudicado y celebrado;Contratación directa.;CONTRATACIÓN GIRARDOTA;20160000;Presentación de oferta;ALCALDIA DE GIRARDOTA;5/03/2024 9:38:12 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5780601;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión; ;"SERVICIOS DE APOYO A LA GESTIÓN EN LA SECRETARIA DE TRANSPORTE Y TRÁNSITO, PARA EL SOPORTE TECNICO A USUARIOS, MANTENIMIENTO Y ACTUALIZACIÓN A LOS 
PROGRAMAS DEL SISTEMA CPT ( CONTROL PATIOS TRANSITO) EN LOS EQUIPOS Y DISPOSITIVOS DE LA SECRETARIA DE TRANSITO Y TRANSPORTE DEL MUNICIPIO DE GIRARDOTA";0;43232304 - Software de sistemas de manejo de base datos;
1111;Sistematizacion de Boletines;RFK-RE-08-2024;Publicado;Contratación régimen especial;COLEGIO ROBERT F. KENNEDY IED;15000000;Presentación de oferta;COLEGIO ROBERT F. KENNEDY INSTITUCION EDUCATIVA DISTRITAL;5/03/2024 8:52:23 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5780090;-;Decreto 092 de 2017;Decreto 092 de 2017;5/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestar el servicio de la sistematización de calificaciones, elaboración de los boletines de rendimiento académico con inclusión de fotografía del alumno del colegio Robert F. Kennedy I.E.D. del distrito capital y todos los documentos de informes solicitados y procesos de apoyo conexos al proceso académico y formativo de todos los estudiantes, generación del carnet estudiantil, impreso, para el año escolar 2024;15000000;43232304 - Software de sistemas de manejo de base datos;
1112;CMA-CD-20158-JU-345-2024;CMA-CD-20158-JU-345-2024;Proceso adjudicado y celebrado;Contratación directa.;Secretaría General - IUCMA;44852043;Presentación de oferta;INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA;4/03/2024 7:59:06 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5778759;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;4 días de tiempo transcurrido (4/05/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito);El contratista de manera independiente se obliga con la Institución Universitaria Colegio Mayor de Antioquia a prestar el servicio de suscripción por 12 meses a la plataforma de contenidos digitales en (E-Book 24-7), a través de las IP institucionales.;44852043;43232304 - Software de sistemas de manejo de base datos;
1113;CMA-CD-20111-JU-327-2024;CMA-CD-20111-JU-327-2024;Proceso adjudicado y celebrado;Contratación directa.;Secretaría General - IUCMA;21064358;Presentación de oferta;INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA;4/03/2024 1:04:40 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5774691;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;4 días de tiempo transcurrido (4/05/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito);El contratista se obliga con la Institución Universitaria Colegio Mayor de Antioquia prestar el servicio de suscripción por DOCE meses, a los accesos local y remoto a EBSCO Host a través de las IP institucionales y de la Biblioteca TERESA SANTAMARÍA DE GONZÁLEZ de la INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA.;21064358;43232304 - Software de sistemas de manejo de base datos;
1114;USO PLATAFORMA DE TRANSMISIÓN DE FACTURACIÓN ELECTRONICA;2024CPS64;Proceso adjudicado y celebrado;Contratación régimen especial;CONTRATACIÓN HOSPITAL;4267223;Presentación de oferta;EMPRESA SOCIAL DEL ESTADO HOSPITAL EL CARMEN 1;1/03/2024 11:12:39 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5763443;-;Prestación de servicios;Regla aplicable;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Contratar con el Proveedor la prestación del servicio de uso de la plataforma de transmisión de facturación electrónica, documento soporte y nómina electrónica, consistente en la intermediación electrónica comercial de datos e información a través de la plataforma BTW-ELECTRONIC, cancelando las tarifas establecidas durante la vigencia;20000000;43232304 - Software de sistemas de manejo de base datos;
1115;PRESTACION DE SERVICIOS;3;Publicado;Contratación régimen especial;RECTORIA;6622000;Presentación de oferta;INSTITUCION EDUCATIVA JUAN JOSE RONDON;29/02/2024 3:13:36 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5755690;-;Prestación de servicios;Regla aplicable;7/02/2024 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);adquisición de software zeti, para ingreso de notas a los estudiantes de la institución educativa juan jose rondón;12994000;43232304 - Software de sistemas de manejo de base datos;
1116;C.D 116 DE 2024;C.D 116 DE 2024;Proceso adjudicado y celebrado;Contratación directa.;PROCESO GESTIÓN CONTRATACIÓN;62174350;Presentación de oferta;CORPOBOYACA;29/02/2024 2:35:03 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5755290;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;30/11/2024 10:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"SERVICIO DE SOPORTE, MANTENIMIENTO, ACTUALIZACIÓN Y TRANSMISIÓN DE DATOS PARA LA PLATAFORMA DE GESTIÓN AMBIENTAL Y DE LAS ESTACIONES AUTOMÁTICAS DE CALIDAD DEL AGUA COMO ACTIVIDAD DEL PROYECTO ""REDES DE MONITOREO Y CALIDAD AMBIENTAL_2"", DE CONFORMIDAD CON LAS ESPECIFICACIONES TÉCNICAS DESCRITAS EN LOS ESTUDIOS PREVIOS.";83338656;43232304 - Software de sistemas de manejo de base datos;
1117;CMA-CD-20136-JU-340-2024;CMA-CD-20136-JU-340-2024;Proceso adjudicado y celebrado;Contratación directa.;Secretaría General - IUCMA;15741495;Presentación de oferta;INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA;29/02/2024 1:15:15 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5755021;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;8 días de tiempo transcurrido (30/04/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito);"El contratista de manera independiente se obliga con la INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA a prestar el servicio de suscripción a los contenidos en la plataforma ""VIRTUAL PRO"", a través accesos local y remoto de las IP institucionales de Biblioteca Institucional ""TERESA  SANTAMARÍA DE GONZÁLEZ"" durante doce (12) meses.";15741495;43232304 - Software de sistemas de manejo de base datos;
1118;Licenciamiento portal de servicio Educativo de Computación;c - 11;Publicado;Contratación régimen especial;Olga Maria Riascos-rector;9348235;Presentación de oferta;ATANASIO GIRARDOT.*;28/02/2024 7:23:49 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5751018;-;Prestación de servicios;Regla aplicable;30/11/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Licenciamiento portal de servicio Educativo de Computación en la Nube Privada adquisición de 2 (Dos) Licencias del Portal de Servicios Educativos ZETI.;9348235;43232304 - Software de sistemas de manejo de base datos;
1119;PLATAFORMA INFOCONSUMO;1.120.60.17.13-2210-2024;Proceso adjudicado y celebrado;Contratación directa (con ofertas);UNIDAD DE RENTAS / GOBERNACION DEL VALLE;1001428408;Presentación de oferta;DEPARTAMENTO DEL VALLE DEL CAUCA - UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS RENTAS Y GESTION TRIBUTARIA;27/02/2024 8:05:52 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5736742;27/02/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Otro;No existe pluralidad de oferentes en el mercado;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACIÓN DE SERVICIO DE APOYO A LA GESTIÓN DE LAS PLATAFORMAS TECNOLÓGICA-SOFTWARE-INFOCONSUMO Y DE INTELIGENCIA DE PROCESOS PARA LA SISTEMATIZACIÓN, AUTOMATIZACIÓN, TRAZABILIDAD DE PRODUCTOS, SOPORTE, MANTENIMIENTO Y ACTUALIZACIÓN Y GESTIÓN DE TRÁMITES DE LOS DIFERENTES IMPUESTOS A CARGO DE LA UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS, RENTAS Y GESTIÓN TRIBUTARIA A TRAVÉS DEL MÓDULO INFOCONSUMO;0;43232304 - Software de sistemas de manejo de base datos;
1120;soporte, mantenimiento, upgrade, y actualización - SMUA- a la licencia a perpetuidad de ABBYY;SGA-MC-06-2024;Proceso adjudicado y celebrado;Mínima cuantía;DIRECCIÓN DE CONTRATACIÓN;22586795;Presentación de oferta;SECRETARÍA GENERAL DE LA ALCALDÍA MAYOR DE BOGOTÁ;26/02/2024 11:49:01 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5731703;1/03/2024 10:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Prestación de servicios;Presupuesto inferior al 10% de la menor cuantía;1 día para terminar (10/05/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);Contratar el soporte, mantenimiento, upgrade, y actualización - SMUA- a la licencia a perpetuidad de ABBYY Finereader Server que opera en la Secretaría General de la Alcaldía Mayor de Bogotá;0;43232304 - Software de sistemas de manejo de base datos;
1121;PRESTACIÓN DE SERVICIOS;PS-006-2024;Publicado;Contratación régimen especial;GERENCIA;14884080;Presentación de oferta;EMPRESA SOCIAL DEL ESTADO HOSPITAL LAZARO ALFONSO HERNANDEZ LARA;23/02/2024 9:37:47 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5725711;-;Prestación de servicios;Regla aplicable;8 días de tiempo transcurrido (30/04/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);Contratar la prestación del servicio de soporte técnico del sistema de información administrativo de la Empresa Social del Estado Hospital Local Lázaro Alfonso Hernández Lara de San Alberto;21557760;43232304 - Software de sistemas de manejo de base datos;
1122;Licenciamiento de computación en la Nube Privada;9;Publicado;Contratación régimen especial;RECTORIA;12400000;Presentación de oferta;INSTITUCION EDUCATIVA TECNICA COMERCIAL TEOFILO ROBERTO POTES;23/02/2024 2:13:08 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5721182;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Licenciamiento de computación en la Nube Privada del Portal de Servicios Educativos;15600000;43232304 - Software de sistemas de manejo de base datos;
1123;CMA-CD-20099-JU-326-2024;CMA-CD-20099-JU-326-2024;Proceso adjudicado y celebrado;Contratación directa.;Secretaría General - IUCMA;25606500;Presentación de oferta;INSTITUCIÓN UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA;22/02/2024 3:03:49 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5713639;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;15 días de tiempo transcurrido (23/04/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito);El contratista de manera independiente se obliga con la Institución Universitaria Colegio Mayor de Antioquia a prestar el servicio de suscripción por DOCE (12) meses al Sistema JANIUMNET, (SOFTWARE DE HOSPEDAJE Y ADMINISTRACIÓN DE APLICACIONES  AUTOMATIZADAS DE BIBLIOTECAS, ARCHIVOS Y BIBLIOTECAS DIGITALES) mediante el alojamiento de la información bibliográfica del material impreso y de los usuarios de la Biblioteca.;25606500;43232304 - Software de sistemas de manejo de base datos;
1124;SERVICIO PARA EL PROCESAMIENTO DE NOTAS A TRAVÉS DE UNA PLATAFORMA WEB ACADÉMICA;CD-007-2024;Publicado;Contratación régimen especial;Área de Contratación CUS;12200000;Presentación de oferta;COLEGIO UNIVERSITARIO;21/02/2024 7:13:13 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5701030;-;Decreto 092 de 2017;Decreto 092 de 2017;31/12/2024 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACIÓN DEL SERVICIO PARA EL PROCESAMIENTO DE NOTAS A TRAVÉS DE UNA PLATAFORMA WEB ACADÉMICA EN RED CON INTERNET QUE SOPORTE DATOS DE PREESCOLAR, PRIMARIA, SECUNDARIA, INCLUSIÓN EN JORNADA DIURNA Y LOS CICLOS DE SECUNDARIA EN LA JORNADA NOCTURNA, INCLUYENDO LA GENERACIÓN E IMPRESIÓN DE BOLETINES, DOCUMENTOS OTROS SERVICIOS ADICIONALES VIGENCIA 2024;12200000;43232304 - Software de sistemas de manejo de base datos;
1125;SAPRED;2024-02;Publicado;Contratación régimen especial;INSTITUCION EDUCATIVA TECNICA SAN FRANCISCO DE ASIS;912250;Presentación de oferta;INSTITUCION EDUCATIVA TECNICA SAN FRANCISCO DE ASIS;15/02/2024 5:35:56 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5668191;-;Suministros;Regla aplicable; ;SUMINISTRO DE SOFTWARE PARA EL REGISTRO Y CONTROL ACADEMICO DE LOS ESTUDIANTES DE LA INSTITUCIÓN EDUCATIVA TÉCNICA SAN FRANCISCO DE ASIS DE LA CRUZ NARIÑO Y SUS SEDES EDUCATIVAS RURALES.;1100000;43232304 - Software de sistemas de manejo de base datos;
1126;PRTALES DE SERVICIO EDUCATIVO ZETI;CONTRATO No.01-2024;Publicado;Contratación régimen especial;RECTORIA;3104620;Presentación de oferta;INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ;15/02/2024 12:56:38 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5664515;-;Decreto 092 de 2017;Decreto 092 de 2017;21 días para terminar (30/05/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);LICENCIAMIENTO DE COMPUTACION EN LA NUBE PRIVADA DEL PORTAL DE SERVICIOS EDUCATIVOS ZETI;2552310;43232304 - Software de sistemas de manejo de base datos;
1127;LEXBASE SAS;Orden 1034;Publicado;Contratación régimen especial;Departamento de Desarrollo Administrativo;4100000;Presentación de oferta;FONDO DE GARANTIAS DE INSTITUCIONES FINANCIERAS;13/02/2024 2:55:49 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5647390;-;Prestación de servicios;Regla aplicable;6/12/2024 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Acceso a la base de datos jurídica - herramienta legal de consulta e investigación en linea Lexbase.;0;43232304 - Software de sistemas de manejo de base datos;
1128;SERVICIO DE CLOUD COMPUTING- PUNTO EDU;CPS_003_2024;Publicado;Contratación régimen especial;GUSTAVO LIEVANO FERNANDEZ;1000000;Presentación de oferta;INSTITUCION EDUCATIVA LICEO QUINDIO;9/02/2024 2:15:19 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5627370;-;Prestación de servicios;Regla aplicable;6 días de tiempo transcurrido (2/05/2024 5:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);PRESTACION DE SERVICIO CLOUD COMPUTING-PUNTO EDU LICENCIA DE USO (SAAS) DEL SISTEMA DE INFORMACION ESCOLAR, CONFIGURACION Y ADMINISTRACION DE LA PAGINA WEB DE LA INSTITUCION EDUCATIVA LICEO QUINDIO;1000000;43232304 - Software de sistemas de manejo de base datos;
1129;SERVICIO DE DIGITACION SIMAT;1151.20.06.02 - 2024;Publicado;Contratación régimen especial;Tesoreria;2600000;Presentación de oferta;INSTITUCION EDUCATIVA ANTONIO LIZARAZO;9/02/2024 10:53:35 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5625717;-;Prestación de servicios;Regla aplicable;29 días de tiempo transcurrido (9/04/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);PRESTACION DE SERVICIO DE DIGITACION SIMAT EN LA INSTITUCION EDUCATIVA ANTONIO LIZARAZO - 2024;14300000;43232304 - Software de sistemas de manejo de base datos;
1130;VAD 1203 DE 2024;VAD 1203 DE 2024;Proceso adjudicado y celebrado;Contratación directa.;Gestión Jurídica;29925900;Presentación de oferta;Institución Universitaria Pascual Bravo COMPRADOR;1 día de tiempo transcurrido (7/05/2024 5:13:26 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6091121;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;4 días para terminar (13/05/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);Renovación de suscripción electrónica a la base de datos y plataforma de recursos académicos digitales E-LIBRO para la Institución Universitaria Pascual Bravo.;29925900;43232305 - Software de reportes de bases de datos;
1131;"ADQUISICION POR COMPRA DEL LICENCIAMIENTO DEL SOFTWARE ""FINANCE""";IETMP-CD-FPO-02;Proceso adjudicado y celebrado;Contratación directa.;APOYO CONTRACTUAL;4200000;Presentación de oferta;INSTITUCION EDUCATIVA TECNICA MARTIN POMALA;2 días de tiempo transcurrido (6/05/2024 3:33:43 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6082073;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;5 días para terminar (14/05/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);"ADQUISICIÓN POR COMPRA DEL LICENCIAMIENTO DEL SOFTWARE ""FINANCE"", PARA APOYAR LA GESTIÓN ADMINISTRATIVA DE LA INSTITUCIÓN EDUCATIVA TÉCNICA MARTÍN POMALA DE ATACO TOLIMA.";4200000;43232305 - Software de reportes de bases de datos;
1132;CONTRATO LICENCIA SOFTWARE CONTABLE;IETB 005-2023;Publicado;Contratación régimen especial;INSTITUCION EDUCATIVA TIERRA BAJA;1700000;Presentación de oferta;INSTITUCION EDUCATIVA TIERRA BAJA;6 días de tiempo transcurrido (2/05/2024 7:18:49 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6066676;-;Decreto 092 de 2017;Decreto 092 de 2017;6 días de tiempo transcurrido (2/05/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);SUMINISTRO  LICENCIA  USO DE  PLATAFORMA INFORMÁTICA CONTABLE, PRESUPUESTAL, FINANCIERA, ADMINISTRATIVA Y CONTRACTUAL 100 WEB  PARA LA VIGENCIA 2024 PARA LA INSTITUCIÓN EDUCATIVA TIERRA BAJA;1700000;43232305 - Software de reportes de bases de datos;
1133;LICENCIA USO DE PLATAFORMA INFORMÁTICA;N° 0012-2024 IESJDD;Publicado;Contratación régimen especial;IE SAN JUAN DE DAMASCO;2000000;Presentación de oferta;INSTITUCION EDUCATIVA SAN JUAN DE DAMASCO;6 días de tiempo transcurrido (2/05/2024 5:32:26 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6066130;-;Prestación de servicios;Regla aplicable;2/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);LICENCIA USO DE PLATAFORMA INFORMÁTICA, CONTABLE, PRESUPUESTAL, FINANCIERA, ADMINISTRATIVA Y CONTRACTUAL 100% WEB PARA LA VIGENCIA 2024 PARA LA INSTITUCIÓN EDUCATIVA SAN JUAN DE DAMASCO.;2000000;43232305 - Software de reportes de bases de datos;
1134;ADQUIRIR EL DERECHO AL USO DEL SISTEMA DE GESTION ESCOLAR Y PRESTACIÓN DE SERVICIOS TÉCNICOS VIGENCIA 2024;01-2024;Publicado;Contratación régimen especial;PAGADURIA;1950000;Presentación de oferta;INSTITUCION EDUCATIVA TECNICA JOSE ACEVEDO Y GOMEZ;9 días de tiempo transcurrido (29/04/2024 1:14:33 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6047925;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);DQUIRIR EL DERECHO AL USO DEL SISTEMA DE GESTION ESCOLAR Y PRESTACIÓN DE SERVICIOS TÉCNICOS QUE CUBRA SUS REQUERIMIENTOS DURANTE LA  VIGENCIA 2024;0;43232305 - Software de reportes de bases de datos;
1135;CONTRATO DE PRESTACIÓN DE SERVICIOS RADICACIÓN DE LA FACTURACIÓN ELECTRÓNICA;036-2024;Publicado;Contratación régimen especial;LEIDY VIVIANA GUALDRON JIMENEZ;2966479;Presentación de oferta;ESE HOSPITAL INTEGRADO SAN JUAN DE DIOS DE BARICHARA;14 días de tiempo transcurrido (24/04/2024 4:57:32 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6027979;-;Prestación de servicios;Regla aplicable;26/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);CONTRATO DE PRESTACIÓN DE SERVICIOS PARA EL PROCESO DE GENERACIÓN Y RADICACIÓN DE LA FACTURACIÓN ELECTRÓNICA GENERADA EN LA E.S.E. HOSPITAL INTEGRADO SAN JUAN DE DIOS DE BARICHARA.;2966479;43232305 - Software de reportes de bases de datos;
1136;SUSCRIPCION PARA CONTRATAR LOS SERVICIOS OFRECIDOS POR PRECIA PPV PARA CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS;CEN1-20233091;Publicado;Contratación régimen especial;Aprovisionamiento;2650426;Presentación de oferta;CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S.;15 días de tiempo transcurrido (23/04/2024 3:45:17 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6021537;-;Prestación de servicios;Regla aplicable;23/04/2025 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SUSCRIPCION PARA CONTRATAR LOS SERVICIOS OFRECIDOS POR PRECIA PPV PARA CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS;0;43232305 - Software de reportes de bases de datos;
1137;"PRESTACION DEL SERVICIO DE LICENCIAMIENTO DEL SOFTWARE ""COLEGIOSONLINE""";IETNSF-CD-FPO-01-2024;Proceso adjudicado y celebrado;Contratación directa.;APOYO CONTRACTUAL;5491000;Presentación de oferta;INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE FATIMA;16 días de tiempo transcurrido (22/04/2024 9:07:08 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6012262;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;7/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"PRESTACION DEL SERVICIO DE LICENCIAMIENTO DEL SOFTWARE ""COLEGIOSONLINE"", PARA APOYAR LA GESTIÓN ADMINISTRATIVA Y ACADEMICA DE LA INSTITUCIÓN EDUCATIVA TÉCNICA NUESTRA SEÑORA DE FATIMA DE EL ESPINAL  TOLIMA.";5491000;43232305 - Software de reportes de bases de datos;
1138;"ADQUISICIÓN POR COMPRA DEL LICENCIAMIENTO DEL SOFTWARE ""COLEGIOSONLINE""";IETMP-CD-FPO-01-2024;Proceso adjudicado y celebrado;Contratación directa.;APOYO CONTRACTUAL;9734400;Presentación de oferta;INSTITUCION EDUCATIVA TECNICA MARTIN POMALA;5/04/2024 3:37:05 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5939397;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;7/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"ADQUISICIÓN POR COMPRA DEL LICENCIAMIENTO DEL SOFTWARE ""COLEGIOSONLINE"", PARA APOYAR LA GESTIÓN ADMINISTRATIVA Y ACADEMICA DE LA INSTITUCIÓN EDUCATIVA TÉCNICA CAMACHO ANGARITA ESPECIALIDAD AGROINDUSTRIA ALIMENTARIA DE CHAPARRAL  TOLIMA.";9734400;43232305 - Software de reportes de bases de datos;
1139;EL CONTRATISTA se obliga con ALDESARROLLO a prestar sus servicios para diseñar, actualizar, organizar, articular y/o desarrollar sistemas de información misionales y de apoyo de la entidad, así como g;CP-PR-2024-043;Publicado;Contratación régimen especial;SECRETARIA GENERAL;3548176304;Presentación de oferta;ALDESARROLLO (COMPRADOR);1/04/2024 10:03:59 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5911734;-;Prestación de servicios;Regla aplicable;18/10/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);EL CONTRATISTA se obliga con ALDESARROLLO a prestar sus servicios para diseñar, actualizar, organizar, articular y/o desarrollar sistemas de información misionales y de apoyo de la entidad, así como gestionar sus bases de datos y brindar soporte al sistema de información documental que sea requerido por ALDESARROLLO y a la oferta presentada por EL CONTRATISTA..;0;43232305 - Software de reportes de bases de datos;
1140;Servicios para solicitar información de usuarios actuales o futuros usuarios en el sistema de crédito Datacredito;OS19-2024;Publicado;Contratación régimen especial;UNIDADA DE CONTRATACION;4999900;Presentación de oferta;EMPRESA DE RECURSOS TECNOLOGICOS SA-;22/03/2024 4:37:48 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5888886;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Servicios para solicitar información de usuarios o futuros usuarios en el sistema de crédito Datacredito.;0;43232305 - Software de reportes de bases de datos;
