Id;DESCRIPCION;NUMERO_PROCESO;ESTADO;TIPO_PROCESO;UNIDAD_CONTRATACION;VALOR_ESTIMADO;FASE_ACTUAL;ENTIDAD_ESTATAL;FECHA_PUBLICACION;FECHA_OFERTAS;CODIGO_NOTICE;FECHA_PRESENTACION;TIPO_CONTRATO;JUSTIFICACION_CONTRATO;FECHA_TERMINACION;DESCRIPCION_CONTRATO;VALOR_ESTIMADO_ADQUISICIONES;CODIGO_UNSPSC;Licita
512;Renovación del servicio de mantenimiento, soporte y suscripción en los módulos de continuidad, incidentes, peticiones, cambios, problemas, despliegues de la mesa de servicios ProactivaNet, análisis de;COT-08-FCM-2024;Proceso en evaluación y observaciones;Solicitud de información a los Proveedores;DIRECCION TICS;0;Presentación de oferta;FEDERACION COLOMBIANA DE MUNICIPIOS;23/02/2024 9:00:32 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5718704;29/02/2024 5:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito); ; ;29/02/2024 5:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Renovación del servicio de mantenimiento, soporte y suscripción en los módulos de continuidad, incidentes, peticiones, cambios, problemas, despliegues de la mesa de servicios ProactivaNet, análisis del uso e implementación de mejoras de la herramienta en torno a las buenas prácticas de ITIL 4 para la Federación Colombiana de Municipios en cumplimiento de la función pública asignada;0;43231507 - Software de manejo de proyectos;
513;CONTRATACIÓN DIRECTA No. 2024-0015;CONTRATACIÓN DIRECTA No. 2024-0015;Publicado;Contratación régimen especial;GESTIÓN CONTRACTUAL;736000000;Presentación de oferta;INSTITUTO NACIONAL DE CANCEROLOGIA ESE;21/02/2024 7:55:47 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5701247;-;Decreto 092 de 2017;Decreto 092 de 2017;30/11/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);EL INSTITUTO NACIONAL DE CANCEROLOGÍA REQUIERE CONTRATAR LA PRESTACIÓN DE SERVICIOS TECNICOS VIGENTES ASESORÍA TÉCNICA ESPECIALIZADA E INTERVENTORÍA FARMACÉUTICA PARA LA INTERVENCIÓN EN LOS PROYECTOS QUE CONTEMPLAN ACTIVIDADES DE CIENCIA TECNOLOGÍA E INNOVACIÓN DEL PRESENTE SECTOR EN EL INC;0;43231507 - Software de manejo de proyectos;
514;TNS SAS;CD-SHA-00280-2024;Proceso adjudicado y celebrado;Contratación directa.;Secretaría de Hacienda;614063000;Presentación de oferta;Gobernación Norte de Santander*;20/02/2024 1:53:33 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5694940;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado; ;PRESTAR LOS SERVICIOS DE SUSCRIPCIÓN DEL PORTAL TNS ANUAL CON EL MODELO SOFTWARE COMO SERVICIO (SAAS) PARA LA SECRETARÍA DE HACIENDA DEL DEPARTAMENTO NORTE DE SANTANDER;614063000;43231507 - Software de manejo de proyectos;
515;CONTRATO 890 DE 2024;CONTRATO 890 DE 2024;Proceso adjudicado y celebrado;Contratación directa.;Unidad de Contratación - Grupo de contratación SIC;62105000;Presentación de oferta;SIC SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO;13/02/2024 11:31:40 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5646345;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestación de servicios de soporte técnico, actualización, mantenimiento preventivo y correctivo del sistema ITS-GESTION utilizado por la Superintendencia de Industria y Comercio, y demás necesarios para la correcta ejecución del Sistema Integral de Gestión Institucional;99290784;43231507 - Software de manejo de proyectos;
516;ACTUALIZACION PROGRAMA DE INVENTARIOS PARA LA VIGENCIA DEL AÑO 2024;RE-CCP-2024-11;Proceso en evaluación y observaciones;Contratación régimen especial;COLEGIO DE CULTURA POPULAR IED;950000;Presentación de oferta;COLEGIO DE CULTURA POPULAR IED;6 días de tiempo transcurrido (2/05/2024 1:56:58 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6064065;-;Prestación de servicios;Regla aplicable;6 días para terminar (15/05/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);ACTUALIZACION PROGRAMA DE INVENTARIOS PARA LA VIGENCIA DEL AÑO 2024;1100000;43231508 - Software de manejo de inventarios;
517;ACTUALIZACIÓN APLICATIVO PRESUPUESTAL Y DE ALMACÉN;jun-24;Publicado;Contratación régimen especial;COLEGIO LA CHUCUA IED;1900000;Presentación de oferta;COLEGIO LA CHUCUA - INSTITUCION EDUCATIVA DISTRITAL;9 días de tiempo transcurrido (29/04/2024 12:25:36 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6047389;-;Suministros;Regla aplicable;30/11/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Actualizacion y soporte para la vigencia 2024 de aplicativo presupuestal y software de almacen.;1900000;43231508 - Software de manejo de inventarios;
518;CONTRATAR EL SOPORTE, MANTENIMIENTO Y ACTUALIZACIÓN DE LA APLICACIÓN SYSMAN PARA EL CNMH, ENFOCÁNDOSE EN LOS MÓDULOS DE ALMACÉN, INVENTARIOS Y DEVOLUTIVOS PARA GARANTIZAR EL CUMPLIMIENTO DE LOS PROCES;386-2024;Proceso adjudicado y celebrado;Contratación directa.;CONTRATOS;24949540;Presentación de oferta;CENTRO NACIONAL DE MEMORIA HISTORICA;15 días de tiempo transcurrido (23/04/2024 4:33:03 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6021695;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;31/12/2024 11:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);CONTRATAR EL SOPORTE, MANTENIMIENTO Y ACTUALIZACIÓN DE LA APLICACIÓN SYSMAN PARA EL CNMH, ENFOCÁNDOSE EN LOS MÓDULOS DE ALMACÉN, INVENTARIOS Y DEVOLUTIVOS PARA GARANTIZAR EL CUMPLIMIENTO DE LOS PROCESOS TRANSVERSALES DE LA ENTIDAD;30000000;43231508 - Software de manejo de inventarios;
519;RE-VH-OPS-01-2024;RE-VH-OPS-01-2024;Proceso en evaluación y observaciones;Contratación régimen especial;DIRECTA;0;Presentación de oferta;INSTITUCION EDUCATIVA VISTA HERMOSA DE SOLEDAD;15 días de tiempo transcurrido (23/04/2024 10:49:01 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6019258;-;Prestación de servicios;Regla aplicable;14 días de tiempo transcurrido (24/04/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);TOMA FÍSICA DEL INVENTARIO DE ACTIVOS FIJOS DE LA INSTITUCIÓN EDUCATIVA VISTA HERMOSA DE SOLEDAD ATLÁNTICO. PARA LA VIGENCIA 2024, ACORDE A LA REGLAMENTACIÓN DE LAS NORMAS INTERNACIONALES DE INFORMACIÓN FINANCIERA (NIIF) Y LAS NORMAS NACIONALES DE CONTABILIDAD PARA EL SECTOR PÚBLICO;30000000;43231508 - Software de manejo de inventarios;
520;PRESTACION DE SERVICIOS;049-2024;Publicado;Contratación régimen especial;ESE HOSPITAL SAN JOSE VALLE DE SAN JOSE;19523900;Presentación de oferta;ESE HOSPITAL SAN JOSE DEL VALLE DE SAN JOSE;22/03/2024 2:29:16 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5887516;-;Decreto 092 de 2017;Decreto 092 de 2017;26/12/2024 11:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACIÓN DE SERVICIOS PARA LA REALIZACIÓN DE AJUSTES, MANTENIMIENTO, DOCUMENTACIÓN, PRUEBAS, ACTUALIZACIÓN EN INFORMES DE LOS MÓDULOS DEL SISTEMA INTEGRADO GD Y RSS, IMPLEMENTACIÓN DE CARTERA Y FARMACIA, Y ALOJAMIENTO EN LA NUBE DE LOS SISTEMAS DE INFORMACIÓN GD_ECO y RSS DE LA E.S.E HOSPITAL SAN JOSE DEL VALLE DE SAN JOSÉ-SANTANDER.;0;43231508 - Software de manejo de inventarios;
521;Mantenimiento, soporte tecnico y actualización del sistema informatico ASCII -2024;4143.010.032.0038-2024;Proceso adjudicado y celebrado;Contratación directa.;Secreraría de Educación Cali;21950000;Presentación de oferta;SECRETARIA DE EDUCACION DE CALI;22/03/2024 10:16:13 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5884966;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;30/11/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestación del servicio de mantenimiento, soporte técnico y actualización del sistema informático ASCII, para el fortalecimiento a la administración de los Fondos de Servicios Educativos y Gratuidad de las Instituciones Educativas Oficiales de Santiago de Cali, BP-26003293, vigencia 2024;15442465;43231508 - Software de manejo de inventarios;
522;SERVICIO SOPORTE TECNICO SOFTWZRE ADECOL;003-2024;Publicado;Contratación régimen especial;hugo CUAN;4000000;Presentación de oferta;INSTITUCION EDUCATIVA INSTITUTO NACIONAL FRANCISCO JOSE DE CALDAS;19/03/2024 12:26:35 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5863608;-;Decreto 092 de 2017;Decreto 092 de 2017;15/03/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SOPORTE TÉCNICO DEL SOFTWARE A-DECOL PARA EL MANEJO DE PRESUPUESTO, TESORERÍA, ALMACÉN E INVENTARIOS Y ÁREA TRIBUTARIA, VIGENCIA 2024.;0;43231508 - Software de manejo de inventarios;
523;(SG-068) CONTRATAR LA RENOVACIÓN DEL SOPORTE Y MANTENIMIENTO DEL SOFTWARE DE ALMACÉN E INVENTARIOS - MAI.;CD-257-2024;Proceso adjudicado y celebrado;Contratación directa.;IDEAM;111473000;Presentación de oferta;INSTITUTO DE HIDROLOGIA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES;14/03/2024 4:18:53 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5840442;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;15/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);(SG-068) CONTRATAR LA RENOVACIÓN DEL SOPORTE Y MANTENIMIENTO DEL SOFTWARE DE ALMACÉN E INVENTARIOS - MAI.;197942000;43231508 - Software de manejo de inventarios;
524;REALIZACIÓN DE TOMA FÍSICA DE INVENTARIOS A LA VIGENCIA DEL AÑO 2.023.;PROCESO IESJL N° 13 - 2.023;Publicado;Contratación régimen especial;INSTITUCION;2500000;Presentación de oferta;INSTITUCION EDUCATIVA SAN JOSE DE LURUACO;9/03/2024 3:11:03 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5810339;-;Prestación de servicios;Regla aplicable;6/12/2023 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Con el fin de garantizar el normal funcionamiento y ejecución de las labores que le son propias, la INSTITUCIÓN EDUCATIVA SAN JOSE DE LURUACO, requiere la realización de toma física de inventario de bienes muebles a la vigencia año 2.023, utilizando los protocolos contables exigidos en la generación de reportes contables, consolidación de datos, ejecución de actas de baja, ingreso de bienes muebles y reporte de inventarios con depreciación calculada.  Con la finalidad de actualizar los inventari;2000000;43231508 - Software de manejo de inventarios;
525;ACTUALIZACION SOFTWARE PACIENTES;30-2024;Publicado;Contratación régimen especial;AREA DE CONTRATACION;16678701;Presentación de oferta;ESE HOSPITAL JOSE MARIA CORDOBA;2/03/2024 9:14:56 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5769719;-;Decreto 092 de 2017;Decreto 092 de 2017;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestar el servicio de actualización  a favor del CONTRATANTE, del software  PACIENTES, desarrollado por  CNT SISTEMAS DE INFORMACIÓN S.A.S, sobre los módulos: (Admisión y facturación (Incluye Facturación electrónica), consulta externa, urgencias, hospitalización, laboratorio clínico, odontología, control de glosas, medicamentos (Inventarios);17000000;43231508 - Software de manejo de inventarios;
526;REALIZACIÓN DE TOMA FÍSICA DE INVENTARIOS A LA VIGENCIA DEL AÑO 2.023.;PROCESO IEMM N° 14 - 2.023;Publicado;Contratación régimen especial;LA INSTITUCION;2000000;Presentación de oferta;INSTITUCION EDUCATIVA MAXIMO MERCADO;25/02/2024 8:04:28 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5728722;-;Prestación de servicios;Regla aplicable;24/11/2023 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Con el fin de garantizar el normal funcionamiento y ejecución de las labores que le son propias, la INSTITUCIÓN EDUCATIVA MAXIMO MERCADO, requiere la realización de toma física de inventario de bienes muebles a la vigencia año 2.023, utilizando los protocolos contables exigidos en la generación de reportes contables, consolidación de datos, ejecución de actas de baja, ingreso de bienes muebles y reporte de inventarios con depreciación calculada.  Con la finalidad de actualizar los inventarios ex;2000000;43231508 - Software de manejo de inventarios;
527;REALIZACIÓN DE TOMA FÍSICA DE INVENTARIOS A LA VIGENCIA DEL AÑO 2.023.;PROCESO Nº IETASC - 13 - 2023;Publicado;Contratación régimen especial;RECTORIA;2500000;Presentación de oferta;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA DE SANTA CRUZ;24/02/2024 5:38:53 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5726886;-;Prestación de servicios;Regla aplicable;22/11/2023 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Con el fin de garantizar el normal funcionamiento y ejecución de las labores que le son propias, la INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA DE SANTA CRUZ, requiere la realización de toma física de inventario de bienes muebles a la vigencia año 2.023, utilizando los protocolos contables exigidos en la generación de reportes contables, consolidación de datos, ejecución de actas de baja, ingreso de bienes muebles y reporte de inventarios con depreciación calculada.  Con la finalidad de actualiza;2000000;43231508 - Software de manejo de inventarios;
528;CONTRATO ACTUALIZACION PROGRAMA ESPARTA E INVENTARIO;CM-03-2024;Publicado;Contratación régimen especial;COLEGIO MORISCO IED;1900000;Presentación de oferta;COLEGIO MORISCO INSTITUCION EDUCATIVA DISTRITAL;22/02/2024 2:04:20 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5712973;-;Decreto 092 de 2017;Decreto 092 de 2017;31/12/2024 11:59:00 AM ((UTC-05:00) Bogotá, Lima, Quito);CONTRATO ACTUALIZACION PROGRAMA ESPARTA E INVENTARIO;1900000;43231508 - Software de manejo de inventarios;
529;actualización del software de inventarios;SREND-003-2024;Publicado;Contratación régimen especial;software de inventarios;950000;Presentación de oferta;COLEGIO NUEVA DELHI;22/02/2024 10:11:41 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5710834;-;Decreto 092 de 2017;Decreto 092 de 2017;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);El colegio Nueva Delhi solicita actualización del programa de inventarios, en la actualidad la información que existe respecto de inventario de muebles enseres, equipos, maquinaria entre otros requieren de seguimiento para garantizar que la base de datos se encuentre actualizada y establecer un adecuado control de los activos y se reflejen en la realidad de la institución educativa.;950000;43231508 - Software de manejo de inventarios;
530;ACTUALIZACION DE SOFTWARE PRESUPUESTAL Y DE INVENTARIOS;RDT-2023-15;Proceso en evaluación y observaciones;Contratación régimen especial;COLEGIO INSTITUTO TECNICO RODRIGO DE TRIANA IED;2250000;Presentación de oferta;COLEGIO INSTITUTO TECNICO RODRIGO DE TRIANA IED;20/02/2024 4:59:50 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5697623;-;Decreto 092 de 2017;Decreto 092 de 2017;6/04/2023 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Se requiere renovar la licencia de los dos software presupuestal y de inventarios. Se han probado varios programas similares pero ESPARTA es el que brinda la mayor seguridad de información y facilidad en el manejo de la misma incluyendo informes que se solicitan desde nivel central y entidades de control;0;43231508 - Software de manejo de inventarios;
531;PRESTACION DE SERVICIOS EN LA ACTUALIZACION, ACOMPAÑAMIENTO, SOPORTE TECNICO VIRTUAL Y MANTENIEMIENTO DEL SOFTWARE COMPUCONTA EN LOS MODULOS LICENCIADOS QUE TIENE EL HOSPIPTAL SAN ANTONIO ESE PARA LA;2024000117;Publicado;Contratación régimen especial;SUBDIRECCIÓN DE SALUD PÚBLICA;13970000;Presentación de oferta;HOSPITAL SAN ANTONIO DE BARBACOAS E.S.E.;14/02/2024 11:31:22 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5654842;-;Decreto 092 de 2017;Decreto 092 de 2017;31/01/2024 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);"PRESTACION DE SERVICIOS EN LA ACTUALIZACION, ACOMPAÑAMIENTO, SOPORTE
TECNICO VIRTUAL Y MANTENIEMIENTO DEL SOFTWARE COMPUCONTA EN LOS
MODULOS LICENCIADOS QUE TIENE EL HOSPIPTAL SAN ANTONIO ESE PARA LA
VIGENCIA 2024.";0;43231508 - Software de manejo de inventarios;
